freq,psd_x,psd_y,psd_z,psd_xyz
130.0,4.060e+04,4.733e+03,2.202e+02,4.556e+04
131.6,4.630e+04,3.256e+03,2.161e+02,4.977e+04
133.1,2.917e+04,1.764e+03,1.830e+02,3.112e+04
134.6,6.097e+03,7.557e+02,1.540e+02,7.006e+03
136.1,3.882e+03,6.768e+02,1.780e+02,4.737e+03
137.6,3.680e+03,8.025e+02,1.922e+02,4.675e+03
139.1,3.293e+03,8.781e+02,1.915e+02,4.363e+03
140.6,2.915e+03,8.983e+02,1.930e+02,4.007e+03
142.1,2.567e+03,1.001e+03,1.717e+02,3.739e+03
143.6,2.549e+03,9.850e+02,1.669e+02,3.701e+03
145.2,2.704e+03,9.592e+02,1.700e+02,3.833e+03
146.7,2.534e+03,9.240e+02,1.870e+02,3.645e+03
148.2,2.182e+03,1.022e+03,2.335e+02,3.438e+03
149.7,1.854e+03,1.103e+03,1.912e+02,3.147e+03
151.2,1.640e+03,1.137e+03,1.737e+02,2.951e+03
152.7,1.493e+03,1.246e+03,1.710e+02,2.909e+03
154.2,1.500e+03,1.283e+03,1.573e+02,2.940e+03
155.7,1.506e+03,1.166e+03,1.371e+02,2.809e+03
157.3,1.433e+03,1.058e+03,1.198e+02,2.611e+03
158.8,1.326e+03,1.069e+03,1.233e+02,2.518e+03
160.3,1.208e+03,9.206e+02,1.337e+02,2.262e+03
161.8,1.087e+03,8.817e+02,1.461e+02,2.115e+03
163.3,1.038e+03,8.590e+02,1.547e+02,2.052e+03
164.8,1.014e+03,7.628e+02,1.393e+02,1.917e+03
166.3,1.024e+03,6.956e+02,1.181e+02,1.838e+03
167.8,8.983e+02,6.092e+02,1.239e+02,1.631e+03
169.4,7.627e+02,5.529e+02,1.320e+02,1.448e+03
170.9,6.871e+02,5.482e+02,1.524e+02,1.388e+03
172.4,5.533e+02,5.653e+02,1.606e+02,1.279e+03
173.9,4.806e+02,5.906e+02,1.590e+02,1.230e+03
175.4,4.084e+02,6.737e+02,1.612e+02,1.243e+03
176.9,3.132e+02,7.369e+02,1.520e+02,1.202e+03
178.4,2.713e+02,7.728e+02,1.488e+02,1.193e+03
179.9,2.285e+02,7.941e+02,1.539e+02,1.176e+03
181.5,1.813e+02,8.322e+02,1.546e+02,1.168e+03
183.0,1.491e+02,8.352e+02,1.511e+02,1.135e+03
184.5,1.321e+02,8.371e+02,1.461e+02,1.115e+03
186.0,1.069e+02,8.653e+02,1.549e+02,1.127e+03
187.5,1.026e+02,9.874e+02,1.595e+02,1.250e+03
189.0,1.208e+02,1.143e+03,1.414e+02,1.405e+03
190.5,1.044e+02,1.053e+03,1.298e+02,1.287e+03
192.0,8.844e+01,9.975e+02,1.446e+02,1.231e+03
193.5,8.372e+01,9.716e+02,1.227e+02,1.178e+03
195.1,7.598e+01,8.967e+02,1.084e+02,1.081e+03
196.6,7.002e+01,9.164e+02,1.234e+02,1.110e+03
198.1,6.537e+01,9.288e+02,1.260e+02,1.120e+03
199.6,6.338e+01,8.682e+02,1.267e+02,1.058e+03
