freq,psd_x,psd_y,psd_z,psd_xyz
93.6,1.660e+04,9.801e+03,5.418e+04,8.058e+04
95.2,1.649e+04,9.787e+03,4.517e+04,7.145e+04
96.7,1.484e+04,1.124e+04,3.639e+04,6.247e+04
98.2,1.436e+04,1.392e+04,3.184e+04,6.012e+04
99.8,1.238e+04,1.503e+04,2.741e+04,5.482e+04
101.3,1.100e+04,1.552e+04,2.500e+04,5.152e+04
102.8,1.070e+04,1.491e+04,2.333e+04,4.894e+04
104.4,9.601e+03,1.370e+04,2.093e+04,4.423e+04
105.9,9.300e+03,1.322e+04,1.899e+04,4.151e+04
107.4,9.152e+03,1.259e+04,1.677e+04,3.851e+04
109.0,9.126e+03,1.200e+04,1.539e+04,3.651e+04
110.5,1.030e+04,1.235e+04,1.440e+04,3.706e+04
112.0,1.119e+04,1.286e+04,1.320e+04,3.725e+04
113.6,1.218e+04,1.143e+04,1.174e+04,3.534e+04
115.1,1.318e+04,1.009e+04,1.037e+04,3.364e+04
116.6,1.311e+04,1.187e+04,8.936e+03,3.391e+04
118.2,1.360e+04,1.407e+04,7.441e+03,3.512e+04
119.7,1.382e+04,1.569e+04,6.240e+03,3.575e+04
121.3,1.410e+04,1.737e+04,4.971e+03,3.644e+04
122.8,1.478e+04,1.760e+04,3.618e+03,3.600e+04
124.3,1.605e+04,1.806e+04,2.678e+03,3.679e+04
125.9,1.723e+04,1.835e+04,2.282e+03,3.787e+04
127.4,1.674e+04,2.135e+04,2.217e+03,4.031e+04
128.9,1.384e+04,1.956e+04,2.115e+03,3.552e+04
130.5,1.114e+04,1.773e+04,1.954e+03,3.083e+04
132.0,7.816e+03,1.412e+04,1.935e+03,2.387e+04
133.5,4.990e+03,6.835e+03,3.262e+03,1.509e+04
135.1,4.641e+03,4.688e+03,4.922e+03,1.425e+04
136.6,4.999e+03,4.411e+03,5.814e+03,1.522e+04
138.1,4.994e+03,4.326e+03,6.989e+03,1.631e+04
139.7,5.691e+03,4.423e+03,9.056e+03,1.917e+04
141.2,7.574e+03,3.911e+03,1.281e+04,2.430e+04
142.7,9.056e+03,3.095e+03,1.624e+04,2.839e+04
144.3,8.527e+03,2.347e+03,1.567e+04,2.654e+04
145.8,8.019e+03,1.838e+03,1.463e+04,2.449e+04
147.3,8.142e+03,1.291e+03,1.430e+04,2.373e+04
148.9,8.981e+03,9.175e+02,1.588e+04,2.578e+04
150.4,1.056e+04,9.008e+02,1.971e+04,3.118e+04
152.0,1.203e+04,1.298e+03,2.419e+04,3.751e+04
153.5,1.431e+04,1.204e+03,2.893e+04,4.445e+04
155.0,1.347e+04,1.068e+03,2.984e+04,4.438e+04
156.6,1.195e+04,1.165e+03,2.786e+04,4.098e+04
158.1,8.413e+03,9.418e+02,2.072e+04,3.008e+04
159.6,5.594e+03,8.576e+02,1.550e+04,2.196e+04
161.2,4.876e+03,9.752e+02,1.352e+04,1.938e+04
162.7,4.425e+03,1.161e+03,1.181e+04,1.739e+04
164.2,4.077e+03,1.313e+03,9.832e+03,1.522e+04
165.8,3.435e+03,1.230e+03,7.360e+03,1.203e+04
167.3,3.663e+03,1.306e+03,7.438e+03,1.241e+04
168.8,7.804e+03,2.240e+03,1.535e+04,2.539e+04
170.4,1.209e+04,3.357e+03,2.385e+04,3.930e+04
171.9,1.346e+04,3.686e+03,2.654e+04,4.368e+04
173.4,1.333e+04,3.569e+03,2.614e+04,4.304e+04
175.0,1.263e+04,3.330e+03,2.485e+04,4.080e+04
176.5,1.160e+04,2.942e+03,2.294e+04,3.749e+04
178.0,1.152e+04,2.842e+03,2.302e+04,3.738e+04
179.6,1.141e+04,2.747e+03,2.298e+04,3.714e+04
181.1,1.010e+04,2.414e+03,2.061e+04,3.312e+04
182.6,9.050e+03,2.417e+03,1.813e+04,2.959e+04
184.2,8.436e+03,2.416e+03,1.642e+04,2.727e+04
185.7,8.108e+03,2.412e+03,1.549e+04,2.601e+04
187.3,8.692e+03,2.611e+03,1.644e+04,2.775e+04
188.8,9.580e+03,2.727e+03,1.796e+04,3.027e+04
190.3,9.659e+03,2.544e+03,1.778e+04,2.998e+04
191.9,9.497e+03,2.630e+03,1.750e+04,2.962e+04
193.4,1.013e+04,2.951e+03,1.940e+04,3.248e+04
194.9,1.015e+04,2.935e+03,2.075e+04,3.384e+04
196.5,9.671e+03,2.828e+03,2.071e+04,3.321e+04
198.0,8.651e+03,2.677e+03,1.874e+04,3.006e+04
199.5,8.464e+03,2.664e+03,1.861e+04,2.974e+04
