freq,psd_x,psd_y,psd_z,psd_xyz
181.8,8.401e+02,1.347e+03,1.371e+03,3.558e+03
183.3,9.543e+02,1.192e+03,1.641e+03,3.787e+03
184.8,9.964e+02,1.191e+03,1.736e+03,3.923e+03
186.4,9.572e+02,1.257e+03,1.619e+03,3.833e+03
187.9,9.277e+02,1.311e+03,1.500e+03,3.738e+03
189.5,8.154e+02,1.349e+03,1.289e+03,3.454e+03
191.0,8.331e+02,1.457e+03,1.388e+03,3.679e+03
192.6,1.420e+03,1.695e+03,2.640e+03,5.755e+03
194.1,1.815e+03,2.062e+03,3.642e+03,7.518e+03
195.6,1.121e+03,1.742e+03,2.413e+03,5.276e+03
197.2,1.092e+03,1.265e+03,2.185e+03,4.542e+03
198.7,1.197e+03,1.169e+03,2.502e+03,4.867e+03
