freq,psd_x,psd_y,psd_z,psd_xyz
117.1,6.237e+03,2.722e+04,2.695e+04,6.041e+04
118.6,6.010e+03,2.651e+04,2.275e+04,5.527e+04
120.2,5.483e+03,2.343e+04,1.775e+04,4.666e+04
121.7,4.976e+03,2.079e+04,1.385e+04,3.961e+04
123.2,4.903e+03,1.946e+04,1.132e+04,3.568e+04
124.8,5.594e+03,2.001e+04,9.699e+03,3.531e+04
126.3,6.834e+03,2.243e+04,8.881e+03,3.815e+04
127.9,8.018e+03,2.116e+04,6.961e+03,3.614e+04
129.4,8.015e+03,1.981e+04,5.455e+03,3.328e+04
130.9,9.797e+03,2.632e+04,5.664e+03,4.178e+04
132.5,9.748e+03,2.345e+04,3.748e+03,3.694e+04
134.0,3.192e+03,6.952e+03,8.789e+02,1.102e+04
135.6,1.751e+03,3.722e+03,3.874e+02,5.860e+03
137.1,2.070e+03,3.646e+03,4.168e+02,6.132e+03
138.6,2.419e+03,2.749e+03,5.288e+02,5.696e+03
140.2,2.363e+03,1.981e+03,7.135e+02,5.057e+03
141.7,1.768e+03,1.597e+03,6.639e+02,4.029e+03
143.3,1.678e+03,1.450e+03,5.189e+02,3.647e+03
144.8,1.951e+03,1.450e+03,4.994e+02,3.900e+03
146.3,2.099e+03,1.292e+03,4.809e+02,3.872e+03
147.9,2.223e+03,1.034e+03,4.983e+02,3.755e+03
149.4,2.300e+03,7.562e+02,5.701e+02,3.626e+03
151.0,2.070e+03,5.293e+02,5.847e+02,3.184e+03
152.5,1.747e+03,4.547e+02,5.425e+02,2.744e+03
154.0,1.723e+03,5.592e+02,5.653e+02,2.848e+03
155.6,1.600e+03,1.029e+03,6.862e+02,3.315e+03
157.1,1.160e+03,1.405e+03,6.991e+02,3.264e+03
158.7,8.281e+02,7.585e+02,6.233e+02,2.210e+03
160.2,7.943e+02,5.930e+02,6.867e+02,2.074e+03
161.7,8.921e+02,6.534e+02,8.487e+02,2.394e+03
163.3,1.039e+03,5.892e+02,1.205e+03,2.833e+03
164.8,1.183e+03,5.138e+02,1.546e+03,3.243e+03
166.4,1.553e+03,5.459e+02,1.964e+03,4.063e+03
167.9,1.835e+03,5.972e+02,2.358e+03,4.790e+03
169.4,2.026e+03,6.166e+02,2.672e+03,5.314e+03
171.0,2.407e+03,6.761e+02,3.178e+03,6.261e+03
172.5,3.063e+03,8.485e+02,4.131e+03,8.043e+03
174.1,3.974e+03,1.295e+03,5.548e+03,1.082e+04
175.6,4.696e+03,2.176e+03,6.553e+03,1.342e+04
177.1,4.700e+03,2.885e+03,6.816e+03,1.440e+04
178.7,5.488e+03,2.165e+03,8.350e+03,1.600e+04
180.2,6.686e+03,1.864e+03,1.051e+04,1.906e+04
181.8,6.972e+03,2.308e+03,1.158e+04,2.086e+04
183.3,8.029e+03,2.803e+03,1.422e+04,2.505e+04
184.9,9.108e+03,2.701e+03,1.619e+04,2.800e+04
186.4,7.397e+03,2.048e+03,1.311e+04,2.255e+04
187.9,6.663e+03,1.861e+03,1.189e+04,2.041e+04
189.5,6.157e+03,1.811e+03,1.111e+04,1.907e+04
191.0,7.045e+03,2.091e+03,1.257e+04,2.171e+04
192.6,8.151e+03,2.559e+03,1.466e+04,2.537e+04
194.1,8.748e+03,2.871e+03,1.613e+04,2.775e+04
195.6,8.511e+03,2.707e+03,1.572e+04,2.694e+04
197.2,8.969e+03,2.325e+03,1.707e+04,2.836e+04
198.7,1.020e+04,2.564e+03,1.992e+04,3.269e+04
