freq,psd_x,psd_y,psd_z,psd_xyz
89.0,1.657e+04,7.561e+04,1.810e+03,9.399e+04
90.6,1.287e+04,8.598e+04,1.468e+03,1.003e+05
92.1,9.256e+03,9.530e+04,1.041e+03,1.056e+05
93.6,6.306e+03,1.046e+05,6.480e+02,1.115e+05
95.2,3.500e+03,1.097e+05,8.687e+02,1.141e+05
96.7,1.395e+03,1.057e+05,1.551e+03,1.087e+05
98.2,5.458e+02,9.290e+04,2.127e+03,9.558e+04
99.8,4.505e+02,8.163e+04,2.475e+03,8.455e+04
101.3,6.562e+02,7.620e+04,2.452e+03,7.931e+04
102.8,8.714e+02,6.835e+04,2.354e+03,7.157e+04
104.4,1.103e+03,6.091e+04,2.363e+03,6.438e+04
105.9,1.504e+03,5.564e+04,2.469e+03,5.961e+04
107.4,2.106e+03,5.175e+04,2.277e+03,5.613e+04
109.0,2.681e+03,4.903e+04,2.012e+03,5.372e+04
110.5,3.072e+03,4.607e+04,1.645e+03,5.078e+04
112.0,3.525e+03,4.101e+04,1.480e+03,4.601e+04
113.6,3.633e+03,3.677e+04,2.071e+03,4.248e+04
115.1,3.693e+03,3.789e+04,2.420e+03,4.400e+04
116.6,4.096e+03,3.619e+04,2.415e+03,4.270e+04
118.2,4.245e+03,3.538e+04,2.302e+03,4.193e+04
119.7,3.916e+03,3.390e+04,2.211e+03,4.003e+04
121.2,3.617e+03,3.051e+04,2.202e+03,3.633e+04
122.8,4.524e+03,3.077e+04,2.145e+03,3.744e+04
124.3,4.701e+03,3.891e+04,2.057e+03,4.567e+04
125.9,4.074e+03,4.299e+04,2.017e+03,4.908e+04
127.4,3.737e+03,4.213e+04,2.225e+03,4.810e+04
128.9,3.753e+03,4.076e+04,2.505e+03,4.702e+04
130.5,4.147e+03,4.072e+04,2.633e+03,4.750e+04
132.0,4.405e+03,3.385e+04,2.805e+03,4.106e+04
133.5,2.662e+03,1.303e+04,2.876e+03,1.857e+04
135.1,2.056e+03,6.610e+03,3.177e+03,1.184e+04
136.6,2.114e+03,6.809e+03,3.317e+03,1.224e+04
138.1,2.208e+03,6.752e+03,4.042e+03,1.300e+04
139.7,2.406e+03,7.093e+03,5.110e+03,1.461e+04
141.2,2.465e+03,7.543e+03,5.255e+03,1.526e+04
142.7,2.667e+03,7.438e+03,4.814e+03,1.492e+04
144.3,3.351e+03,7.289e+03,4.696e+03,1.534e+04
145.8,3.560e+03,7.449e+03,4.583e+03,1.559e+04
147.3,3.258e+03,6.938e+03,4.180e+03,1.438e+04
148.9,2.767e+03,5.805e+03,3.800e+03,1.237e+04
150.4,2.433e+03,4.747e+03,3.827e+03,1.101e+04
151.9,1.862e+03,3.823e+03,3.397e+03,9.082e+03
153.5,1.478e+03,3.269e+03,3.108e+03,7.856e+03
155.0,1.477e+03,2.899e+03,3.077e+03,7.453e+03
156.5,1.451e+03,2.400e+03,2.934e+03,6.785e+03
158.1,1.444e+03,2.093e+03,2.811e+03,6.348e+03
159.6,1.549e+03,1.859e+03,2.963e+03,6.371e+03
161.2,1.804e+03,1.779e+03,3.276e+03,6.859e+03
162.7,2.049e+03,1.786e+03,3.717e+03,7.551e+03
164.2,2.130e+03,1.864e+03,3.879e+03,7.874e+03
165.8,2.301e+03,1.973e+03,4.173e+03,8.447e+03
167.3,2.490e+03,2.062e+03,4.346e+03,8.898e+03
168.8,2.732e+03,2.058e+03,4.621e+03,9.410e+03
170.4,3.103e+03,2.006e+03,5.453e+03,1.056e+04
171.9,3.553e+03,1.939e+03,6.540e+03,1.203e+04
173.4,4.131e+03,1.856e+03,8.033e+03,1.402e+04
175.0,4.518e+03,1.711e+03,9.603e+03,1.583e+04
176.5,4.643e+03,1.721e+03,1.021e+04,1.657e+04
178.0,5.011e+03,2.524e+03,1.080e+04,1.833e+04
179.6,5.397e+03,3.850e+03,1.068e+04,1.993e+04
181.1,5.006e+03,4.781e+03,8.916e+03,1.870e+04
182.6,4.415e+03,4.798e+03,6.941e+03,1.615e+04
184.2,4.189e+03,4.283e+03,5.963e+03,1.443e+04
185.7,4.074e+03,3.389e+03,5.902e+03,1.336e+04
187.2,3.742e+03,2.461e+03,6.170e+03,1.237e+04
188.8,3.765e+03,1.931e+03,7.315e+03,1.301e+04
190.3,4.018e+03,1.892e+03,8.792e+03,1.470e+04
191.8,4.310e+03,2.326e+03,9.947e+03,1.658e+04
193.4,4.209e+03,2.982e+03,1.041e+04,1.760e+04
194.9,3.804e+03,3.312e+03,9.789e+03,1.690e+04
196.5,3.965e+03,3.576e+03,9.612e+03,1.715e+04
198.0,3.953e+03,3.682e+03,9.222e+03,1.686e+04
199.5,3.724e+03,3.738e+03,8.416e+03,1.588e+04
