freq,psd_x,psd_y,psd_z,psd_xyz
139.8,6.323e+02,6.989e+03,1.931e+03,9.553e+03
141.3,7.401e+02,8.274e+03,2.088e+03,1.110e+04
142.8,9.044e+02,8.940e+03,1.977e+03,1.182e+04
144.4,1.135e+03,9.023e+03,1.797e+03,1.196e+04
145.9,1.197e+03,8.509e+03,1.653e+03,1.136e+04
147.4,9.944e+02,7.381e+03,1.643e+03,1.002e+04
149.0,6.988e+02,5.807e+03,1.630e+03,8.136e+03
150.5,4.709e+02,4.914e+03,1.445e+03,6.830e+03
152.0,4.231e+02,4.480e+03,1.204e+03,6.107e+03
153.6,4.678e+02,4.287e+03,1.040e+03,5.794e+03
155.1,4.929e+02,3.979e+03,8.750e+02,5.347e+03
156.7,4.984e+02,3.584e+03,6.813e+02,4.763e+03
158.2,6.045e+02,3.266e+03,4.724e+02,4.343e+03
159.7,6.563e+02,2.874e+03,4.249e+02,3.955e+03
161.3,6.868e+02,2.360e+03,4.382e+02,3.485e+03
162.8,6.321e+02,1.702e+03,4.131e+02,2.747e+03
164.3,5.699e+02,1.260e+03,3.087e+02,2.139e+03
165.9,5.610e+02,1.183e+03,2.585e+02,2.003e+03
167.4,6.763e+02,1.648e+03,3.638e+02,2.688e+03
168.9,6.115e+02,2.037e+03,4.083e+02,3.057e+03
170.5,4.839e+02,1.832e+03,3.375e+02,2.653e+03
172.0,5.245e+02,2.043e+03,3.974e+02,2.965e+03
173.5,4.801e+02,2.529e+03,4.592e+02,3.468e+03
175.1,5.058e+02,2.671e+03,4.309e+02,3.608e+03
176.6,5.308e+02,2.712e+03,3.598e+02,3.603e+03
178.2,5.498e+02,2.887e+03,3.118e+02,3.749e+03
179.7,5.567e+02,3.066e+03,3.046e+02,3.927e+03
181.2,5.121e+02,2.954e+03,2.644e+02,3.731e+03
182.8,4.261e+02,2.992e+03,2.306e+02,3.649e+03
184.3,3.486e+02,3.048e+03,2.148e+02,3.611e+03
185.8,2.855e+02,3.180e+03,1.907e+02,3.656e+03
187.4,2.685e+02,3.411e+03,1.668e+02,3.846e+03
188.9,2.830e+02,3.613e+03,1.505e+02,4.047e+03
190.4,3.035e+02,3.782e+03,1.431e+02,4.228e+03
192.0,3.471e+02,3.747e+03,1.582e+02,4.252e+03
193.5,3.575e+02,3.936e+03,1.764e+02,4.470e+03
195.1,3.210e+02,4.157e+03,1.818e+02,4.660e+03
196.6,3.110e+02,4.159e+03,2.083e+02,4.679e+03
198.1,2.954e+02,3.961e+03,2.257e+02,4.482e+03
199.7,3.271e+02,4.026e+03,2.700e+02,4.623e+03
