freq,psd_x,psd_y,psd_z,psd_xyz
75.6,1.709e+02,1.231e+05,3.158e+04,1.548e+05
77.1,1.478e+02,9.939e+04,2.559e+04,1.251e+05
78.6,3.291e+02,8.553e+04,2.147e+04,1.073e+05
80.1,5.654e+02,7.788e+04,2.037e+04,9.881e+04
81.6,9.318e+02,7.118e+04,2.098e+04,9.310e+04
83.2,7.294e+02,5.997e+04,2.065e+04,8.134e+04
84.7,1.972e+02,4.761e+04,1.870e+04,6.651e+04
86.2,1.086e+02,4.213e+04,1.673e+04,5.896e+04
87.7,8.969e+01,4.109e+04,1.451e+04,5.569e+04
89.2,9.546e+01,4.617e+04,1.302e+04,5.928e+04
90.7,1.202e+02,5.942e+04,1.192e+04,7.147e+04
92.2,4.822e+02,8.089e+04,1.082e+04,9.219e+04
93.7,1.059e+03,1.073e+05,9.201e+03,1.176e+05
95.3,1.245e+03,1.269e+05,7.207e+03,1.353e+05
96.8,2.177e+03,1.314e+05,4.857e+03,1.384e+05
98.3,3.009e+03,1.181e+05,3.128e+03,1.243e+05
99.8,3.576e+03,1.031e+05,2.219e+03,1.089e+05
101.3,3.476e+03,8.935e+04,1.847e+03,9.467e+04
102.8,3.621e+03,7.851e+04,1.879e+03,8.401e+04
104.3,3.044e+03,7.532e+04,1.431e+03,7.980e+04
105.8,2.479e+03,7.292e+04,1.079e+03,7.648e+04
107.3,1.967e+03,7.591e+04,1.300e+03,7.918e+04
108.9,1.385e+03,6.652e+04,1.272e+03,6.918e+04
110.4,1.236e+03,7.503e+04,1.656e+03,7.792e+04
111.9,7.620e+02,7.199e+04,1.021e+03,7.377e+04
113.4,4.625e+02,5.768e+04,6.531e+02,5.880e+04
114.9,4.695e+02,5.050e+04,7.319e+02,5.170e+04
116.4,4.092e+02,4.288e+04,1.100e+03,4.439e+04
117.9,4.360e+02,5.173e+04,1.901e+03,5.407e+04
119.4,4.530e+02,5.807e+04,1.551e+03,6.008e+04
121.0,7.807e+02,5.279e+04,1.232e+03,5.481e+04
122.5,1.147e+03,5.008e+04,1.247e+03,5.247e+04
124.0,1.244e+03,4.908e+04,1.281e+03,5.161e+04
125.5,1.089e+03,4.849e+04,1.404e+03,5.098e+04
127.0,8.936e+02,4.851e+04,1.564e+03,5.096e+04
128.5,6.570e+02,4.776e+04,1.544e+03,4.996e+04
130.0,3.893e+02,4.642e+04,1.740e+03,4.855e+04
131.5,2.963e+02,4.092e+04,1.905e+03,4.312e+04
133.0,2.491e+02,2.196e+04,1.222e+03,2.343e+04
134.6,1.985e+02,3.388e+03,3.416e+02,3.928e+03
136.1,1.740e+02,1.619e+03,2.829e+02,2.075e+03
137.6,1.527e+02,1.778e+03,2.865e+02,2.217e+03
139.1,1.596e+02,1.805e+03,2.875e+02,2.252e+03
140.6,1.847e+02,1.677e+03,2.477e+02,2.110e+03
142.1,1.701e+02,1.578e+03,2.399e+02,1.988e+03
143.6,1.474e+02,1.674e+03,2.646e+02,2.086e+03
145.1,1.609e+02,1.801e+03,2.729e+02,2.235e+03
146.7,1.780e+02,1.753e+03,2.776e+02,2.209e+03
148.2,1.894e+02,1.753e+03,2.680e+02,2.210e+03
149.7,2.115e+02,1.756e+03,2.553e+02,2.223e+03
151.2,2.390e+02,1.758e+03,2.265e+02,2.224e+03
152.7,2.727e+02,1.827e+03,2.286e+02,2.328e+03
154.2,3.261e+02,2.015e+03,2.493e+02,2.591e+03
155.7,4.074e+02,2.075e+03,2.170e+02,2.699e+03
157.2,4.904e+02,1.993e+03,2.160e+02,2.699e+03
158.8,5.022e+02,1.961e+03,2.508e+02,2.714e+03
160.3,4.677e+02,1.870e+03,3.106e+02,2.648e+03
161.8,5.278e+02,1.733e+03,2.984e+02,2.559e+03
163.3,6.827e+02,1.486e+03,2.571e+02,2.426e+03
164.8,7.907e+02,1.376e+03,2.094e+02,2.376e+03
166.3,8.014e+02,1.493e+03,2.483e+02,2.543e+03
167.8,8.057e+02,1.532e+03,2.589e+02,2.597e+03
169.3,7.923e+02,1.505e+03,2.288e+02,2.526e+03
170.8,8.993e+02,1.442e+03,2.104e+02,2.552e+03
172.4,9.221e+02,1.326e+03,1.936e+02,2.442e+03
173.9,9.393e+02,1.281e+03,1.650e+02,2.385e+03
175.4,8.975e+02,1.197e+03,1.518e+02,2.247e+03
176.9,7.762e+02,1.201e+03,1.486e+02,2.126e+03
178.4,6.870e+02,1.402e+03,1.547e+02,2.244e+03
179.9,5.354e+02,1.530e+03,1.562e+02,2.221e+03
181.4,4.214e+02,1.544e+03,1.530e+02,2.118e+03
182.9,3.208e+02,1.582e+03,1.608e+02,2.064e+03
184.5,2.451e+02,1.652e+03,1.693e+02,2.066e+03
186.0,2.029e+02,1.591e+03,1.613e+02,1.955e+03
187.5,2.522e+02,1.534e+03,1.530e+02,1.940e+03
189.0,1.957e+02,1.721e+03,1.563e+02,2.073e+03
190.5,1.012e+02,1.595e+03,1.608e+02,1.857e+03
192.0,6.605e+01,1.524e+03,1.568e+02,1.747e+03
193.5,5.563e+01,1.652e+03,1.469e+02,1.855e+03
195.0,5.134e+01,1.757e+03,1.566e+02,1.965e+03
196.5,4.522e+01,1.739e+03,1.613e+02,1.946e+03
198.1,4.379e+01,1.830e+03,1.491e+02,2.022e+03
199.6,4.526e+01,1.916e+03,1.543e+02,2.115e+03
